0,1,2,3,L0,L1,L2,L3
0.626915843,0.179845444,0.525791538,0.072320468,0,0,1,0
0.590345269,0.780202893,0.318613998,0.089840993,0,0,0,0
0.793663651,0.945826153,0.163456555,0.913707398,0,0,0,1
0.997801241,0.693193683,0.565284885,0.208300301,0,0,1,0
0.701471079,0.484675035,0.658508491,0.784424593,0,0,1,1
0.456452828,0.051310681,0.317701701,0.35131679,0,0,0,0
0.242319935,0.621361426,0.397459342,0.406946715,0,0,0,0
0.237165466,0.252887501,0.565184589,0.411817939,0,0,1,0
0.888795092,0.253853515,0.388140734,0.18858409,0,0,0,0
0.739278138,0.048958876,0.714409955,0.470050089,0,0,1,0
0.814454106,0.877047891,0.041741013,0.051996127,0,0,0,0
0.101361703,0.961040448,0.796809468,0.398582939,0,0,1,0
0.744706132,0.386035633,0.550573981,0.165861297,0,0,1,0
0.418750609,0.959043311,0.727103262,0.265615853,0,0,1,0
0.407299141,0.585310666,0.807485515,0.308281189,0,0,1,0
0.981510354,0.373887738,0.775081648,0.770322409,0,0,1,1
0.740076204,0.587281524,0.219514064,0.601776705,0,0,0,1
0.22540746,0.79425825,0.420754065,0.770549183,0,0,0,1
0.482111431,0.56310762,0.599809831,0.033104297,0,0,1,0
0.195046619,0.948944025,0.102234649,0.540773732,0,0,0,1
0.552394841,0.253318339,0.103586634,0.466533201,0,0,0,0
0.592522847,0.668485079,0.504954244,0.287382232,0,0,1,0
0.679449051,0.244762069,0.912075277,0.308818506,0,0,1,0
0.732597579,0.064641691,0.181452915,0.42910077,0,0,0,0
0.317414507,0.340765384,0.889225743,0.313210061,0,0,1,0
0.663775024,0.873970135,0.681118558,0.300983209,0,0,1,0
0.373222939,0.861268085,0.399601367,0.930288251,0,0,0,1
0.032604276,0.193759937,0.532722078,0.203339599,0,0,1,0
0.18182722,0.859775988,0.084905179,0.330803675,0,0,0,0
0.346392373,0.073344614,0.577281049,0.305949958,0,0,1,0
0.318503146,0.327211021,0.068820234,0.0902192,0,0,0,0
0.927121898,0.056890867,0.429775515,0.021416966,0,0,0,0
0.940636538,0.297582727,0.657105885,0.583569001,0,0,1,1
0.637082541,0.745118574,0.544376695,0.92157359,0,0,1,1
0.357657706,0.407241642,0.886347442,0.619950756,0,0,1,1
0.750911606,0.632900804,0.598673559,0.144224127,0,0,1,0
0.498240524,0.781335727,0.472841575,0.907823856,0,0,0,1
0.95335015,0.727714346,0.632880005,0.591617907,0,0,1,1
0.869395474,0.626443612,0.600708231,0.264095512,0,0,1,0
0.579388482,0.133871034,0.84891122,0.591516969,0,0,1,1
0.043119525,0.344226559,0.461020492,0.396447812,0,0,0,0
0.592515879,0.136085591,0.981957029,0.817458736,0,0,1,1
0.549382547,0.441730448,0.476457668,0.399654349,0,0,0,0
0.013707327,0.077865984,0.029570474,0.023302956,0,0,0,0
0.955656199,0.527236841,0.311333465,0.858249076,0,0,0,1
0.304125593,0.030869802,0.97972053,0.536791452,0,0,1,1
0.183617772,0.748737629,0.734589127,0.667639429,0,0,1,1
0.994755784,0.406875417,0.335147215,0.395342114,0,0,0,0
0.436717599,0.020435048,0.254014787,0.30027541,0,0,0,0
0.713207901,0.008876032,0.7773557,0.196237186,0,0,1,0
0.959426631,0.360504493,0.906118726,0.164994835,0,0,1,0
0.349964302,0.544665281,0.564949612,0.322140212,0,0,1,0
0.385946064,0.368216978,0.683670433,0.516975374,0,0,1,1
0.794580147,0.659948523,0.251445561,0.975382187,0,0,0,1
0.030153266,0.516152308,0.688716738,0.667676674,0,0,1,1
0.383130243,0.342094251,0.474280243,0.512647888,0,0,0,1
0.402564874,0.106523881,0.476896735,0.875270017,0,0,0,1
0.426374917,0.844398326,0.646905665,0.364176065,0,0,1,0
0.655379489,0.11920115,0.724864286,0.766458998,0,0,1,1
0.812962924,0.934044638,0.734472379,0.754273434,0,0,1,1
0.251667668,0.966404123,0.90372519,0.99030531,0,0,1,1
0.237934878,0.785647873,0.564215842,0.729358712,0,0,1,1
0.492153169,0.711929333,0.623697749,0.330306138,0,0,1,0
0.553727026,0.523156558,0.926305704,0.811598957,0,0,1,1
0.990677038,0.097327941,0.359523399,0.94831105,0,0,0,1
0.491869458,0.966400172,0.864558756,0.627133372,0,0,1,1
0.282893052,0.868991059,0.659415318,0.22222417,0,0,1,0
0.381560322,0.641523318,0.10997982,0.069202145,0,0,0,0
0.00148411,0.428157173,0.029315198,0.145179423,0,0,0,0
0.960503928,0.249248476,0.499627917,0.985243877,0,0,0,1
0.037357576,0.927743637,0.16604637,0.261056235,0,0,0,0
0.484921137,0.654462296,0.180360749,0.702491311,0,0,0,1
0.935909264,0.655420862,0.353271256,0.624162179,0,0,0,1
0.16100653,0.816531267,0.832650706,0.465934665,0,0,1,0
0.691621246,0.242608569,0.052554994,0.95920048,0,0,0,1
0.200712341,0.3602011,0.521089836,0.086307574,0,0,1,0
0.589091508,0.578239148,0.606252487,0.586272546,0,0,1,1
0.876860582,0.013279882,0.86839916,0.751434012,0,0,1,1
0.769171453,0.811795089,0.461338744,0.241387165,0,0,0,0
0.738574476,0.255795382,0.393209437,0.632483494,0,0,0,1
0.986859641,0.66839095,0.793175999,0.040686802,0,0,1,0
0.530531551,0.966918053,0.461256549,0.755444496,0,0,0,1
0.84866843,0.15479133,0.552938148,0.03298761,0,0,1,0
0.059563967,0.783748186,0.004111201,0.549340648,0,0,0,1
0.087948356,0.878366519,0.117056461,0.376726301,0,0,0,0
0.641215584,0.39590728,0.950263962,0.500250548,0,0,1,1
0.662660492,0.554207771,0.699811399,0.515511572,0,0,1,1
0.060607649,0.853292979,0.055828771,0.796318028,0,0,0,1
0.065557377,0.465091096,0.074782561,0.525401134,0,0,0,1
0.562051338,0.200535163,0.486444477,0.480710208,0,0,0,0
0.57131808,0.581348398,0.973768235,0.292304098,0,0,1,0
0.661799737,0.969876687,0.569353188,0.549269358,0,0,1,1
0.995322388,0.061249971,0.174546018,0.831500099,0,0,0,1
0.169258323,0.791966855,0.206542496,0.760073866,0,0,0,1
0.663780826,0.259853405,0.980684174,0.801430874,0,0,1,1
0.265106533,0.925113888,0.800879445,0.689984643,0,0,1,1
0.456920878,0.393927682,0.747834224,0.352055802,0,0,1,0
0.469333274,0.564976953,0.181986598,0.038797835,0,0,0,0
0.583805993,0.689842213,0.092520611,0.033874513,0,0,0,0
0.0528285,0.104264624,0.853018841,0.703642957,0,0,1,1
0.277376575,0.843532806,0.758943123,0.416133121,0,0,1,0
0.512027713,0.661463677,0.321814979,0.842605874,0,0,0,1
0.751402452,0.680345189,0.348087947,0.854046122,0,0,0,1
0.425646552,0.212285813,0.216907107,0.715717845,0,0,0,1
0.696846042,0.935592829,0.777693604,0.981888182,0,0,1,1
0.585315082,0.587221986,0.710247971,0.673929003,0,0,1,1
0.623187724,0.812681036,0.136975992,0.046332111,0,0,0,0
0.854202543,0.641488932,0.993240639,0.56017621,0,0,1,1
0.905613827,0.256673369,0.068244655,0.543263027,0,0,0,1
0.673698738,0.942349223,0.017970806,0.971478622,0,0,0,1
0.839791455,0.156354874,0.385409157,0.694542039,0,0,0,1
0.62491698,0.127985741,0.91692573,0.701666267,0,0,1,1
0.984757901,0.887560083,0.35780911,0.434049049,0,0,0,0
0.86767358,0.662199103,0.008809643,0.710184647,0,0,0,1
0.938814856,0.478749994,0.669785721,0.773403804,0,0,1,1
0.235856242,0.548276433,0.776030622,0.365880767,0,0,1,0
0.909943459,0.098383706,0.870420676,0.445581592,0,0,1,0
0.578127648,0.149143464,0.426350511,0.31431889,0,0,0,0
0.500449748,0.194725205,0.682476266,0.736510125,0,0,1,1
0.540908795,0.074118799,0.624538712,0.74823732,0,0,1,1
0.513975132,0.25206304,0.821753935,0.156908429,0,0,1,0
0.682787868,0.494446697,0.703639192,0.701024717,0,0,1,1
